Small Unit Installation Postcode,Previous Years (2001-2001) - Installations Quantity,Previous Years (2001-2001) - SGU Rated Output In kW,Jan 2002 - Installations Quantity,Jan 2002 - SGU Rated Output In kW,Feb 2002 - Installations Quantity,Feb 2002 - SGU Rated Output In kW,Mar 2002 - Installations Quantity,Mar 2002 - SGU Rated Output In kW,Apr 2002 - Installations Quantity,Apr 2002 - SGU Rated Output In kW,May 2002 - Installations Quantity,May 2002 - SGU Rated Output In kW,Jun 2002 - Installations Quantity,Jun 2002 - SGU Rated Output In kW,Jul 2002 - Installations Quantity,Jul 2002 - SGU Rated Output In kW,Aug 2002 - Installations Quantity,Aug 2002 - SGU Rated Output In kW,Sep 2002 - Installations Quantity,Sep 2002 - SGU Rated Output In kW,Oct 2002 - Installations Quantity,Oct 2002 - SGU Rated Output In kW,Nov 2002 - Installations Quantity,Nov 2002 - SGU Rated Output In kW,Dec 2002 - Installations Quantity,Dec 2002 - SGU Rated Output In kW,Jan 2003 - Installations Quantity,Jan 2003 - SGU Rated Output In kW,Feb 2003 - Installations Quantity,Feb 2003 - SGU Rated Output In kW,Mar 2003 - Installations Quantity,Mar 2003 - SGU Rated Output In kW,Apr 2003 - Installations Quantity,Apr 2003 - SGU Rated Output In kW,May 2003 - Installations Quantity,May 2003 - SGU Rated Output In kW,Jun 2003 - Installations Quantity,Jun 2003 - SGU Rated Output In kW,Jul 2003 - Installations Quantity,Jul 2003 - SGU Rated Output In kW,Aug 2003 - Installations Quantity,Aug 2003 - SGU Rated Output In kW,Sep 2003 - Installations Quantity,Sep 2003 - SGU Rated Output In kW,Oct 2003 - Installations Quantity,Oct 2003 - SGU Rated Output In kW,Nov 2003 - Installations Quantity,Nov 2003 - SGU Rated Output In kW,Dec 2003 - Installations Quantity,Dec 2003 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
0000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,2.100,1,0.480,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,2.580
0200,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
0800,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
0801,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
0803,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
0804,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
0810,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
0811,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
0812,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
0813,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
0814,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
0820,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
