Small Unit Installation Postcode,Previous Years (2001-2016) - Installations Quantity,Previous Years (2001-2016) - SGU Rated Output In kW,Jan 2017 - Installations Quantity,Jan 2017 - SGU Rated Output In kW,Feb 2017 - Installations Quantity,Feb 2017 - SGU Rated Output In kW,Mar 2017 - Installations Quantity,Mar 2017 - SGU Rated Output In kW,Apr 2017 - Installations Quantity,Apr 2017 - SGU Rated Output In kW,May 2017 - Installations Quantity,May 2017 - SGU Rated Output In kW,Jun 2017 - Installations Quantity,Jun 2017 - SGU Rated Output In kW,Jul 2017 - Installations Quantity,Jul 2017 - SGU Rated Output In kW,Aug 2017 - Installations Quantity,Aug 2017 - SGU Rated Output In kW,Sep 2017 - Installations Quantity,Sep 2017 - SGU Rated Output In kW,Oct 2017 - Installations Quantity,Oct 2017 - SGU Rated Output In kW,Nov 2017 - Installations Quantity,Nov 2017 - SGU Rated Output In kW,Dec 2017 - Installations Quantity,Dec 2017 - SGU Rated Output In kW,Jan 2018 - Installations Quantity,Jan 2018 - SGU Rated Output In kW,Feb 2018 - Installations Quantity,Feb 2018 - SGU Rated Output In kW,Mar 2018 - Installations Quantity,Mar 2018 - SGU Rated Output In kW,Apr 2018 - Installations Quantity,Apr 2018 - SGU Rated Output In kW,May 2018 - Installations Quantity,May 2018 - SGU Rated Output In kW,Jun 2018 - Installations Quantity,Jun 2018 - SGU Rated Output In kW,Jul 2018 - Installations Quantity,Jul 2018 - SGU Rated Output In kW,Aug 2018 - Installations Quantity,Aug 2018 - SGU Rated Output In kW,Sep 2018 - Installations Quantity,Sep 2018 - SGU Rated Output In kW,Oct 2018 - Installations Quantity,Oct 2018 - SGU Rated Output In kW,Nov 2018 - Installations Quantity,Nov 2018 - SGU Rated Output In kW,Dec 2018 - Installations Quantity,Dec 2018 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
0838,40,225.62,0,0,0,0,0,0,3,17.376,1,4.68,3,29.816,0,0,1,6.38,1,0.77,0,0,2,15.61,1,6.6,0,0,0,0,2,11.065,1,9.24,0,0,3,22.27,1,10.03,1,9.18,1,12.6,1,9.1,2,15.66,1,6.49,65,412.487
0839,1,4.505,0,0,0,0,0,0,1,99.76,0,0,0,0,0,0,0,0,0,0,1,1.855,0,0,0,0,0,0,0,0,0,0,1,6.6,1,20.9,0,0,0,0,1,6,0,0,0,0,1,3.24,0,0,7,142.86
0840,41,199.365,0,0,4,17.73,1,2.16,0,0,2,15.12,0,0,0,0,0,0,0,0,1,6.4,3,20.24,1,1.56,0,0,3,22.1,1,2.08,0,0,0,0,1,6.6,3,22.27,0,0,1,9.3,2,13.69,0,0,1,11,65,349.615
0841,16,62.855,0,0,1,4.578,0,0,0,0,1,6.09,2,14.685,2,4.98,2,8.125,1,6.6,0,0,0,0,1,6.867,0,0,0,0,0,0,1,9.145,1,6.93,1,9.12,1,9.18,0,0,3,188.445,1,9.24,2,15.735,0,0,36,362.575
0845,45,355.146,0,0,0,0,0,0,0,0,0,0,1,7.8,0,0,1,6.6,0,0,0,0,1,4.77,0,0,3,18.9,2,15.66,0,0,1,30,1,9.28,0,0,0,0,0,0,0,0,2,34.35,0,0,0,0,57,482.506
0846,26,128.69,0,0,0,0,0,0,0,0,1,6.09,0,0,0,0,2,11.07,1,9,0,0,1,6.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22.98,0,0,0,0,1,31.45,34,215.76
0847,7,144.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.12,1,5.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12.96,0,0,0,0,0,0,11,169.855
0850,312,2486.705,1,6.095,5,86.075,3,15.9,4,21.093,1,4.32,5,64.76,9,45.24,5,96.685,1,4.56,1,6.3,2,17.55,3,98.56,4,22.56,0,0,3,25.1,2,15.72,1,9.24,5,32.72,9,64.92,2,16.436,2,14.43,7,40.76,19,216.885,12,116.31,418,3528.924
0851,44,224.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,264.175
0852,63,473.525,0,0,0,0,1,4.24,2,11.88,1,40.56,1,11.6,1,7.695,1,8.37,0,0,1,33.6,0,0,1,6.48,0,0,1,5.67,0,0,2,68.97,2,13.44,1,6.48,3,35.06,1,99,3,25.16,1,99,1,3.42,1,38.69,88,992.84
0853,1,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.65
0854,7,93.375,0,0,0,0,0,0,2,9.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,102.915
0860,86,477.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,477.689
0861,18,106.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,106.495
0862,10,108.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,46.44,4,41.84,0,0,2,12.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.4,0,0,22,215.03
0870,1584,7804.247,9,40.188,13,144.128,13,65.226,23,151.239,23,128.817,22,90.112,29,169.16,27,207.005,11,61.52,20,228.831,20,116.865,21,130.783,10,58.44,14,178.085,16,183.09,16,232.115,15,142.23,19,200.19,21,115.72,16,99.36,21,130.89,14,91.035,37,238.581,18,121.745,2032,11129.602
0871,55,394.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,394.18
0872,105,1004.336,0,0,0,0,1,6.24,0,0,1,2.616,1,62.95,0,0,1,5.8,0,0,4,127.41,2,17.48,7,80.88,3,13.68,0,0,0,0,1,39.6,0,0,1,25.2,0,0,3,21.06,0,0,1,5.13,0,0,5,32.93,136,1445.312
0873,28,151.676,1,4.578,2,5.738,1,5.886,1,6.09,2,5.81,1,6.48,2,13.44,3,17.82,1,5.67,4,15.99,1,8.1,0,0,2,14.85,0,0,2,15.105,2,10.695,1,6.2,1,7.7,2,15.51,3,23.5,0,0,2,8.22,1,1.86,5,31.1,68,382.018
0874,4,55.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.4,0,0,0,0,0,0,0,0,0,0,0,0,1,5.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,65.74
0875,42,179.26,1,4.65,0,0,1,4.59,2,9.228,2,9.18,6,30.258,1,4.65,2,8.8,5,27.47,0,0,1,6.48,1,4.96,1,3.64,4,26.2,2,90.55,2,12.27,1,4.95,2,13.2,1,6.48,0,0,0,0,2,13.2,4,24.1,0,0,83,484.116
0880,22,228.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,228.491
0881,12,107.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,107.73
0885,4,131.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,89.4,0,0,0,0,0,0,0,0,0,0,0,0,6,220.57
0886,9,131.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,131.54
1340,1,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.14
1355,1,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.02
1435,1,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.54
1460,1,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.75
1470,1,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.81
1475,1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.025,3,11.985
1480,2,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.88
1485,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1490,1,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.51
1495,1,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.75
1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.025,1,5.025
1570,2,11.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11.15
1595,2,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.14
1630,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.35,0,0,0,0,0,0,0,0,0,0,0,0,3,12.535,6,23.885
1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15.075,2,15.075
1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.365,0,0,0,0,0,0,1,4.88,0,0,0,0,0,0,0,0,0,0,2,11.245
1658,1,5.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.04
1660,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5
1670,1,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.44
1680,2,9.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9.38
1710,1,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.8
1715,2,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.01
1730,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
1741,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
1755,1,1.98,0,0,1,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.1
1765,7,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19.2
1790,4,115.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,115.9
1800,1,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2
1805,2,14.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14.72
1830,1,6.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.08
1835,1,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.14
1848,1,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.04
1860,3,25.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25.42
1871,1,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.52
1875,1,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.61
1885,5,13.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13.29
1890,4,11.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11.38
2000,17,300.197,1,99.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,16,157.95,2,36.696,0,0,2,111.453,0,0,0,0,0,0,0,0,0,0,0,0,1,12.2,0,0,2,58.925,0,0,42,840.171
2007,18,135.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,135.14
2008,51,534.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11.505,0,0,0,0,1,3.24,1,3.24,1,22.41,1,3.78,0,0,0,0,1,18.966,2,11.225,2,17.575,62,626.319
2009,9,71.92,0,0,0,0,0,0,1,99.68,0,0,0,0,0,0,0,0,0,0,1,4.72,0,0,0,0,1,5.04,0,0,0,0,0,0,1,5.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,186.67
2010,109,519.748,0,0,0,0,2,6.96,1,3.135,1,7.56,0,0,2,19.56,1,4.62,2,27.6,1,3.96,3,15.2,3,195.81,0,0,1,2.616,1,5.36,1,19.8,0,0,0,0,0,0,3,25.56,0,0,0,0,1,9.36,0,0,132,866.849
2011,25,175.174,0,0,0,0,0,0,0,0,1,19.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.24,0,0,1,49.5,0,0,1,13.2,0,0,0,0,1,3.85,0,0,0,0,0,0,30,264.804
2015,126,987.127,2,12.22,0,0,2,39.3,1,12.15,0,0,2,102.86,2,7.6,1,3.24,2,26.02,0,0,11,37.455,1,5.13,0,0,2,9,2,35.28,0,0,0,0,2,28.68,1,7.194,4,16.11,1,30.25,4,69.91,2,26.44,2,165.5,170,1621.466
2016,72,180.056,0,0,2,21.14,0,0,0,0,0,0,0,0,2,8.15,1,5.51,1,1.62,1,4.59,0,0,3,109.62,0,0,3,14.55,1,3.24,0,0,2,22.365,0,0,1,2.64,2,27.5,0,0,1,6,1,4.875,2,18,95,429.856
2017,39,351.79,0,0,1,9.81,0,0,0,0,0,0,1,79.92,0,0,1,29.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,1,24.4,2,10.485,0,0,46,536.105
2018,219,737.592,2,7.8,1,5.76,0,0,2,7.28,0,0,1,0.245,0,0,1,5.5,1,3.64,1,4.95,2,8.52,2,9.72,0,0,2,11.06,3,20.08,0,0,4,43.175,2,57.2,2,15.59,4,21.275,0,0,1,4.64,1,3.6,2,12.63,253,980.257
2019,199,1094.235,2,4.885,0,0,1,3.12,1,1.71,1,6.6,3,33.18,3,106.03,2,11.88,3,17.57,0,0,0,0,2,6.825,2,41.34,2,7.71,2,10.5,3,14.19,2,7.44,2,13.135,3,22.275,3,115.635,3,46.02,1,8.04,4,39.01,6,39.67,250,1651
2020,200,925.159,0,0,1,2.94,0,0,2,9.04,1,18.9,1,5.98,4,21.1,1,4.93,3,24.27,0,0,1,5.4,2,28.175,2,17.19,2,51.06,3,32.9,3,29.715,0,0,0,0,2,8.64,1,3.42,1,6.27,2,14.8,1,3.84,1,76.25,234,1289.979
2021,102,399.939,2,10.74,1,5.76,0,0,2,9.6,2,14.565,1,10.8,1,3.3,1,1.16,0,0,0,0,2,71.73,3,24.765,2,12.4,1,4.32,2,5.74,3,20.185,1,2.7,1,1.8,1,5.1,3,15.84,4,16.53,0,0,2,18.2,2,15.88,139,671.054
